keep payments the same,FixPayments
I want to have the confidence that my payments will not change,FixPayments
I want to keep my payments consistent,FixPayments
I like my costs to be predictable,FixPayments
Pay the same every month,FixPayments
make sure payments are always the same,FixPayments
I want to pay the same amount each month,FixPayments
repayments the same monthly,FixPayments
I'd prefer to pay the same amount every month,FixPayments
I want to pay the same amount every month,FixPayments
know what I'll pay monthly,FixPayments
I'd like to fix the amount I pay each month,FixPayments
same monthly cost,FixPayments
I like the payments to be the same every month,FixPayments
I like to know how much I'm going to pay each month,FixPayments
I like to plan my monthly budget,FixPayments
I want my monthly payments to be predictable,FixPayments
I want my payments to be the same each month,FixPayments
I want my payments to be fixed every month,FixPayments
I want certainty about how much I need to pay each month,FixPayments
I'd prefer to have the confidence that my payments will not change,FixPayments
I need the repayment to be the same each month,FixPayments
I want to stick to the same monthly repayments,FixPayments
I want to have the confidence that my payments will stay the same,FixPayments
pay same amount monthly,FixPayments
make sure payments are consistent,FixPayments
I want to be sure how much I'll be paying every month,FixPayments
"I like my payments to be predictable ",FixPayments
I'd prefer to have the confidence that my payments will stay the same,FixPayments
I'd like to have the confidence that my payments will not change,FixPayments
I want to know what I'll be paying,FixPayments
same payments,FixPayments
repayments the same every month,FixPayments
I want stability of payments,FixPayments
I want stability and to know how much I'm paying each month,FixPayments
I'd prefer to keep my payments consistent,FixPayments
Knowing how much I need to pay each month helps me budget,FixPayments
consistent payments,FixPayments
I'm keen to plan my budget,FixPayments
" I like stability of payments",FixPayments
I want stability,FixPayments
"I'd like my cost to be constant ",FixPayments
I'll pay the same amount each month,FixPayments
" I want to lock in my payment",FixPayments
I want to lock in my monthly payments,FixPayments
I have a limited budget so I want to pay the same amount every month,LimitedBudget
I have a limited budget so I want to have the confidence that my payments will stay the same,LimitedBudget
I have a limited budget so I'd prefer to keep my payments consistent,LimitedBudget
I have a limited budget so I want to be protected if rates rise,LimitedBudget
I have a limited budget so I want to have the confidence that my payments will not change,LimitedBudget
I have a limited budget so I'd prefer to have the confidence that my payments will not change,LimitedBudget
I have a limited budget so I'd like to have the confidence that my payments will not change,LimitedBudget
I have a limited budget so I'd like to have the confidence that my payments will stay the same,LimitedBudget
I have a limited budget so I'd prefer to have the confidence that my payments will stay the same,LimitedBudget
I have a limited budget so I'd like to pay the same amount every month,LimitedBudget
I have a limited budget so I'd like to keep my payments consistent,LimitedBudget
I have a limited budget so I want to be protected against a base rate rise in future,LimitedBudget
I have a limited budget so I'd prefer to pay the same amount every month,LimitedBudget
I have a limited budget so I want to keep my payments consistent,LimitedBudget
I have a limited budget so I want to be sure my payments won't increase if rates go up,LimitedBudget
I feel rates will increase so I want to lock the interest now,IncreasedRates
Base rate can't get any lower so I want to lock in this rate before it rises,IncreasedRates
I feel rates will increase so I would like to lock into this interest now,IncreasedRates
I feel rates will increase so I would like to lock into this interest,IncreasedRates
I feel rates will increase so I want to lock the interest,IncreasedRates
I feel rates will increase so I want to fix the interest,IncreasedRates
I feel rates will increase so I want to fix the interest rate now,IncreasedRates
I feel rates will increase so I want to fix the interest now,IncreasedRates
I think interest rates are going to go up soon,IncreasedRates
I feel rates will increase so I want to lock the interest rate,IncreasedRates
I feel rates will increase hence I would prefer to fix the interest,IncreasedRates
I think rates are only going to go up so I want to fix my rate now,IncreasedRates
Rates can only get higher so I want to lock in my payment now,IncreasedRates
I feel rates will increase so I want to fix the rate now,IncreasedRates
I feel rates will increase hence I would prefer to fix the interest rate,IncreasedRates
I feel rates will increase hence I would prefer to fix the interest now,IncreasedRates
I feel rates will increase so I want to fix the interest rate,IncreasedRates
I feel rates will increase so I want to fix the rate,IncreasedRates
I feel rates will increase so I want to lock the interest rate now,IncreasedRates
I think interest rates will rise soon so I want to lock this rate in,IncreasedRates
" I think interest rates will go up so I want to lock into this rate now",IncreasedRates
I feel rates will increase hence I would prefer to lock the interest now,IncreasedRates
I want to be protected if rates rise,IncreasedRates
I want to be sure my payments won't increase if rates go up,IncreasedRates
I think the Base Rate might rise soon,IncreasedRates
I feel rates will increase hence I would prefer to lock the interest rate,IncreasedRates
I feel rates will increase hence I would prefer to lock into this interest rate now,IncreasedRates
I feel rates will increase hence I would prefer to fix the interest rate now,IncreasedRates
I want to be protected against a base rate rise,IncreasedRates
I feel rates will increase hence I would prefer to lock the rate,IncreasedRates
I feel rates will increase hence I would prefer to lock the interest,IncreasedRates
I feel rates will increase hence I would prefer to lock the rate now,IncreasedRates
I want to be protected against a base rate rise in future,IncreasedRates
I feel rates will increase hence I would prefer to fix the rate now,IncreasedRates
" I would rather start on a higher interest rate  knowing I am protected against a Base Rate increase in the future",IncreasedRates
I feel rates will increase hence I would prefer to fix the rate,IncreasedRates
I feel rates will increase hence I would prefer to lock the interest rate now,IncreasedRates
I'm comfortable with the uncertainty as my budget is big enough to afford higher payments,CanAffordFuturePaymentRise
my budget can cope if my payments go up,CanAffordFuturePaymentRise
My budget is flexible enough to handle an increased interest rate,CanAffordFuturePaymentRise
I can afford the potential repayment increase,CanAffordFuturePaymentRise
can afford payment rise,CanAffordFuturePaymentRise
My budget is big enough to handle an interest rate rise,CanAffordFuturePaymentRise
I have a large enough budget to cope if rates rise,CanAffordFuturePaymentRise
My budget is flexible enough to handle an increased base rate,CanAffordFuturePaymentRise
I can afford the monthly payments going up,CanAffordFuturePaymentRise
My budget can withstand an increase in payments,CanAffordFuturePaymentRise
I could afford the repayments if rates rise,CanAffordFuturePaymentRise
I could afford the repayments if rates go up,CanAffordFuturePaymentRise
I can afford the repayments if rates rise,CanAffordFuturePaymentRise
I can afford the repayments if interest rates go up,CanAffordFuturePaymentRise
My budget is big enough to cope with an increased base rate,CanAffordFuturePaymentRise
I could afford the repayments if interest rates change,CanAffordFuturePaymentRise
I could afford the repayments if rates change,CanAffordFuturePaymentRise
I can afford the repayments if rates change,CanAffordFuturePaymentRise
my budget is ok even if payments go up,CanAffordFuturePaymentRise
My budget is big enough to handle an increased interest rate,CanAffordFuturePaymentRise
My budget is big enough to handle an increased base rate,CanAffordFuturePaymentRise
My budget is big enough to cope with an interest rate rise,CanAffordFuturePaymentRise
I can afford the repayments if interest rates rise,CanAffordFuturePaymentRise
My budget is flexible enough to handle an interest rate rise,CanAffordFuturePaymentRise
I could afford the repayments if interest rates rise,CanAffordFuturePaymentRise
I can afford the repayments if rates go up,CanAffordFuturePaymentRise
My budget is big enough to cope with an increased interest rate,CanAffordFuturePaymentRise
I can afford an increase in my payments,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I can afford the repayments if rates change,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford the repayments if rates change,CanAffordFuturePaymentRise
I want to start on a low rate but I could afford the repayments if rates rise,CanAffordFuturePaymentRise
I want to start on a lower rate but I could afford higher payments in future,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I could afford the repayments if interest rates rise,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I could afford the repayments if interest rates go up,CanAffordFuturePaymentRise
I'd prefer to keep my costs down initially but I could afford a higher rate in future,CanAffordFuturePaymentRise
I want to start on a low rate but I could afford the repayments if interest rates rise,CanAffordFuturePaymentRise
I don't mind taking a risk if I can start with lower payments,CanAffordFuturePaymentRise
I'd prefer to keep my costs down initially but I could afford it if the base rate increases,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I can afford the repayments if rates go up,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I can afford the repayments if interest rates rise,CanAffordFuturePaymentRise
I'd prefer to keep my costs down initially but I could afford it if rates go up,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I can afford the repayments if interest rates go up,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford a higher rate if it increases in future,CanAffordFuturePaymentRise
I want to start on a lower rate but I could afford a higher rate in future,CanAffordFuturePaymentRise
" I would rather start on a lower interest rate  knowing it might go up in the future ",CanAffordFuturePaymentRise
I'd like to start on the lowest rate  knowing it might rise soon,CanAffordFuturePaymentRise
I'd prefer to keep my costs down initially but I could afford higher payments in future,CanAffordFuturePaymentRise
I want to start on a low rate but I could afford the repayments if rates go up,CanAffordFuturePaymentRise
I want to start on a lower rate but I could afford an increase in payments,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford the repayments if interest rates go up,CanAffordFuturePaymentRise
I want to start on lower payments but I can afford if they go up,CanAffordFuturePaymentRise
I want to start on a low rate but I could afford the repayments if interest rates change,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I could afford the repayments if interest rates change,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford the repayments if rates go up,CanAffordFuturePaymentRise
I want to start on a lower rate but I could still afford the payments if the interest rate goes up,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I could afford the repayments if rates change,CanAffordFuturePaymentRise
I'd prefer to keep my costs down initially but I could still afford the payments if the interest rate goes up,CanAffordFuturePaymentRise
I want to start on a lower rate but I could afford it if rates go up,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford a higher rate if it goes up,CanAffordFuturePaymentRise
I want to start on a low rate but I could afford the repayments if rates change,CanAffordFuturePaymentRise
I want to start on a low rate but I could afford the repayments if interest rates go up,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford the repayments if interest rates rise,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I could afford the repayments if rates go up,CanAffordFuturePaymentRise
I want to start on a low rate but I can afford the repayments if rates rise,CanAffordFuturePaymentRise
I'd prefer to keep my costs down at first but if rates rise I'll still be ok,CanAffordFuturePaymentRise
I could afford the repayments if interest rates go up,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I can afford the repayments if rates rise,CanAffordFuturePaymentRise
I'd rather keep my payments low for now but I could afford the repayments if rates rise,CanAffordFuturePaymentRise
I want to start on a lower rate but I could afford it if the base rate increases,CanAffordFuturePaymentRise
I'd prefer to keep my costs down initially but I could afford an increase in payments,CanAffordFuturePaymentRise
I want to start on the lowest rate as my income will rise in future,CanAffordFuturePaymentRise
I want to start on the lowest rate as my income is due to increase soon,CanAffordFuturePaymentRise
I want to start on the lowest rate as my income is due to increase so I'll be able to afford higher payments,CanAffordFuturePaymentRise
" I want to keep my initial costs down as I am certain my income will increase in the near future",CanAffordFuturePaymentRise
I'm confident my budget will increase at the same rate as interest rates,CanAffordFuturePaymentRise
I'm confident interest rates will not rise faster than my income,NoIncreasedRates
Interest rates have been so low recently I don't think they will rise too fast in future,NoIncreasedRates
Interest rates have been so low recently I don't think they will rise faster than my income,NoIncreasedRates
I don't think the base rate will rise anytime soon,NoIncreasedRates
I don't think the base rate will rise soon but I can cope if it does,NoIncreasedRates
"don't think base rate will rise ",NoIncreasedRates
I think rates will stay low for the next few years,NoIncreasedRates
Even though the base rate might go up  it could also go down,NoIncreasedRates
I believe that the base rate will fall soon,NoIncreasedRates
I think the base rate might go down soon,NoIncreasedRates
"I think interest rates will stay low for the next few months ",NoIncreasedRates
" I am comfortable with the uncertainty  and believe a Variable Rate will mean I pay less interest in the end",VarPayLess
I'm ok with the uncertainty and I think a variable rate will cost me less in the long run,VarPayLess
I accept the risk because I think a variable rate will save me money in the long run,VarPayLess
A variable rate will save me money in the long run although there's a risk of higher payments,VarPayLess
A variable rate will save me money in the future and I accept the risk of a payment rise,VarPayLess
I think this will cost me less overall and I understand the risk,VarPayLess
I acknowledge the risk but I think I'll pay less overall,VarPayLess
I think this will cost me less overall even though I need to take a risk,VarPayLess
I believe I'd save money in the long term with a variable rate but I understand the risk,VarPayLess
I'm willing to take a risk because I think I'll save money in the long run,VarPayLess
I'm willing to take a risk because I think this would cost me less overall,VarPayLess
I'm willing to take a risk because I think I'll end up paying less interest over the lifetime of the mortgage,VarPayLess
I understand the risk involved but I am confident this would save me money overall,VarPayLess
I understand the risk involved but I am confident this would reduce the overall cost for me,VarPayLess
I understand the risk involved but I am confident the total cost would be lower,VarPayLess
I want to get out of the Early Repayment Charge Period as soon as possible,2yrAvoidERC
I don't want to risk being paying a penalty if I move after 2 years,2yrAvoidERC
I don't want to risk being penalised if I move after 2 years,2yrAvoidERC
I don't want to risk being penalised if I change deal after 2 years,2yrAvoidERC
I don't want to risk being paying a penalty if I change deal after 2 years,2yrAvoidERC
I want to be out of the early repayment charge period after 2 years,2yrAvoidERC
I want to avoid penalties by getting out of the deal after 2 years,2yrAvoidERC
I want to avoid penalties by getting out of the deal as soon as possible,2yrAvoidERC
I want to avoid penalties by getting out of the deal ASAP,2yrAvoidERC
I want to get out of the Early Repayment Charge Period ASAP,2yrAvoidERC
I may have to move after 2 years,2yrPotentialMove
I might move after 2 years,2yrPotentialMove
I might move after two years,2yrPotentialMove
I'll move house in 2 years,2yrPotentialMove
I may have to move after 2 years so I want to keep my options open,2yrPotentialMove
I expect I might move after 2 years,2yrPotentialMove
I'll move house in two years,2yrPotentialMove
I'm planning to move after 2 years,2yrPotentialMove
I'm going to move soon,2yrPotentialMove
I won't stay for long,2yrPotentialMove
I'll look at getting a new property after 2 years,2yrPotentialMove
I might get a new apartment after 2 years,2yrPotentialMove
After 2 years I may want to move,2yrPotentialMove
I have a potential move in a couple of years,2yrPotentialMove
There's a chance I might move in a couple of years,2yrPotentialMove
" I want to be able to review my mortgage in two years' time",2yrReview
I'm planning to review my mortgage in two years,2yrReview
I'm planning to review my mortgage in 2 years,2yrReview
I might want to review my deal after 2 years,2yrReview
I might want to review my deal after two years,2yrReview
I might want to review my product after two years,2yrReview
I might look to move to a different mortgage provider after 2 years,2yrReview
I might want to review my product after 2 years,2yrReview
I might want to change my product after two years,2yrReview
I might want to change my deal after two years,2yrReview
I plan to review my deal after 2 years,2yrReview
I will remortgage after 2 years,2yrReview
I might want to change my deal after 2 years,2yrReview
new product after 2 years,2yrReview
I might want to remortgage after 2 years,2yrReview
remortgage after two years,2yrReview
I will do a product transfer in two years,2yrReview
I will do a product transfer in 2 years,2yrReview
I want the option to change my product after 2 years,2yrReview
I might want to change my product after 2 years,2yrReview
remortgage after 2 years,2yrReview
I will remortgage after two years,2yrReview
new product after two years,2yrReview
I might look to remortgage after a couple of years,2yrReview
I may have to move after 3 years so I want to keep my options open,3yrPotentialMove
I might move after 3 years,3yrPotentialMove
I'll move house in 3 years,3yrPotentialMove
I might move after three years,3yrPotentialMove
I'll move house in three years,3yrPotentialMove
I might be moving after 3 years,3yrPotentialMove
I may have to move after three years,3yrPotentialMove
I may have to move after 3 years,3yrPotentialMove
I might relocated in 3 years,3yrPotentialMove
I plan to move in 3 years,3yrPotentialMove
I'm going to move in about 3 years,3yrPotentialMove
I'm probably going to move house in about 3 years,3yrPotentialMove
I might look to change provider after 3 years,3yrReview
I might want to change my deal after 3 years,3yrReview
I might want to review my deal after three years,3yrReview
I might want to change my product after 3 years,3yrReview
I might want to change my product after three years,3yrReview
I want the option to change my product after 3 years,3yrReview
I might want to review my deal after 3 years,3yrReview
I might want to review my product after three years,3yrReview
I'm planning to review my mortgage in 3 years,3yrReview
I might want to review my product after 3 years,3yrReview
I might want to change my deal after three years,3yrReview
I may look to change my product after 3 years,3yrReview
I'm planning to review my mortgage in three years,3yrReview
new product after 3 years,3yrReview
I will do a product transfer in 3 years,3yrReview
I will remortgage after 3 years,3yrReview
new product after three years,3yrReview
I will remortgage after three years,3yrReview
remortgage after three years,3yrReview
I will do a product transfer in three years,3yrReview
remortgage after 3 years,3yrReview
"I'd like the flexibility to repay the whole mortgage in a shorter period of time without Early Repayment Charges ",NoTieDown
I don't want to be stuck with a particular deal for too long,NoTieDown
I don't want to be tied into a deal for too long,NoTieDown
I don���t want to be tied down for too long,NoTieDown
I don't want to commit myself to a particular deal for too long,NoTieDown
I don't want to be tied into the mortgage rate for too long,NoTieDown
I don't want to be stuck with a deal for too long,NoTieDown
I don't want to commit for too long,NoTieDown
I don't want to be tied down by a long term deal,NoTieDown
not stuck in a deal too long,NoTieDown
I don't want to be tied in too long,NoTieDown
not tied in too long,NoTieDown
I want to stay flexible,NoTieDown
stay flexible,NoTieDown
I don't want to be tied in to a deal for too long,NoTieDown
I want to avoid being tied in too long,NoTieDown
I want some stability but don't want to be tied in for too long,NoTieDown
I don't want to be tied in to a deal for too long so I want to keep my options open,NoTieDown
I don't want to be tied in for too long,NoTieDown
I'd like to keep my options open,NoTieDown
I want to keep my options open,NoTieDown
not staying long,PotentialMove
I don't plan to stay too long,PotentialMove
I'm not sure how long I'll be staying so I want to keep my options open,PotentialMove
I'm not planning to stay for that long in the house,PotentialMove
I'm not staying for very long before moving,PotentialMove
I'm not sure how long I'll be staying,PotentialMove
" I'm not planning to stay for very long in the property",PotentialMove
I don't plan on staying long term,PotentialMove
I'm not planning to stay for that long in the apartment,PotentialMove
I'm not planning to stay for that long in the flat,PotentialMove
I won't live there for very long,PotentialMove
I want a short initial term so I can review the mortgage soon,ReviewSoon
I want to review my mortgage soon,ReviewSoon
I may look to change my mortgage soon,ReviewSoon
I might want to review my deal soon,ReviewSoon
I want a shorter term so I can review the deal soon,ReviewSoon
I'd like a shorter introductory term so I have the flexibility to review the deal,ReviewSoon
I might want to review my mortgage soon,ReviewSoon
I want a shorter term so I can review the mortgage soon,ReviewSoon
I'd like a shorter introductory term so I have the flexibility to review the mortgage,ReviewSoon
I might want to review my product soon,ReviewSoon
I want a shorter term so I can review the product soon,ReviewSoon
I'd like a shorter introductory term so I have the flexibility to review the product,ReviewSoon
I'll be able to spend more in the long run but I need some stability for the first couple of years,ShortTermStability
I want some security in the beginning while I get settled,ShortTermStability
I'm not concerned about interest rates rising in the long-term but I want some security initially,ShortTermStability
I want a good rate but I also want some stability,ShortTermStability
I want initial security but I'm not worried about the long term,ShortTermStability
I want some stability but I don't want to commit to a product for too long,ShortTermStability
I want some stability but I don't want to commit to a deal for too long,ShortTermStability
I don't want to be stuck with a deal for too long but I want to fix it for some time,ShortTermStability
I want some certainty in the early stages but I'm not bothered about rates in the longer term,ShortTermStability
I want some certainty in the early stages but I'm not worried about rates in the longer term,ShortTermStability
I want some certainty in the early stages but I'm not that concerned about rates in the longer term,ShortTermStability
I want some certainty in the early stages but I'm not fussed about rates in the longer term,ShortTermStability
I'm planning to review my mortgage at that time,Review
I might want to change my mortgage,Review
I want the option to review my mortgage then,Review
I'll probably want to change my mortgage after this time,Review
I want to be able to get a new mortgage at that time,Review
I'll review my mortgage at that time,Review
I'm planning to review my deal at that time,Review
I might want to change my deal,Review
I want the option to review my deal then,Review
I'll probably want to change my deal after this time,Review
I want to be able to get a new deal at that time,Review
I'll review my deal at that time,Review
I'm planning to review my product at that time,Review
I might want to change my product,Review
I want the option to review my product then,Review
I'll probably want to change my product after this time,Review
I want to be able to get a new product at that time,Review
I'll review my product at that time,Review
I want to avoid penalties,AvoidERC
I want to avoid being penalised if my circumstances change,AvoidERC
I want to avoid penalties so I want to keep my options open,AvoidERC
I want to avoid being penalised if my circumstances change so I want to keep my options open,AvoidERC
I want to reduce my risk of paying early repayment charges,AvoidERC
I want to be able to pay the mortgage off quickly without getting early repayment charges,AvoidERC
I don't want to face charges,AvoidERC
I want to avoid early repayment charges,AvoidERC
I don't want to be penalised if I have to change deal,AvoidERC
I want to minimise the risk of facing charges,AvoidERC
I want to stay flexible and avoid charges,AvoidERC
I want to keep my options open and avoid early repayment charges,AvoidERC
Avoiding early repayment charges,AvoidERC
Don't want to risk being charged if my situation changes,AvoidERC
I don't want to risk paying a penalty if I change deal after 3 years,3yrAvoidERC
I don't want to risk being penalised if I move after 3 years,3yrAvoidERC
I don't want to risk paying a penalty if I move after 3 years,3yrAvoidERC
I don't want to risk being penalised if I change deal after 3 years,3yrAvoidERC
I want to be out of the early repayment charge period after 3 years,3yrAvoidERC
I want to avoid penalties by getting out of the deal after 3 years,3yrAvoidERC
I don't want to risk facing charges if I change deal after 3 years,3yrAvoidERC
I don't want to risk being charged if I move after 3 years,3yrAvoidERC
I don't want to risk facing charges if I move after 3 years,3yrAvoidERC
I don't want penalties if I remortgage in 3 years,3yrAvoidERC
My circumstances may have changed in 3 years so I want to avoid being charged if I change deal,3yrAvoidERC
I don't want penalties if I change deal in 3 years,3yrAvoidERC
I don't want penalties if I move in 3 years,3yrAvoidERC
I'd like to compromise between having some stability without having too much risk of early repayment charges,Compromise
2 years is too short and 5 years it too long. I may look to change my product after 3 years,Compromise
I want a mix of stability and reasonable payments,Compromise
I want to find a balance between fixing it for too long and for too short a time,Compromise
I want a mix of stabilty and low payments,Compromise
I want a compromise between stability and avoiding penalties,Compromise
I want a balance between stability and not being tied in too long,Compromise
I want to find the balance between stability without being stuck with a product for too long,Compromise
I want a balance of stability but not being tied in too long,Compromise
I want to find the balance between fixing the amount and having affordable payments,Compromise
I want to find the balance between stability without being stuck with a deal for too long,Compromise
Three years is a good mix of stability and low payments,Compromise
lock in deal for as long as possible,FixLong
fix rate for as long as I can,FixLong
I'm expecting to stay long term so I want to fix the rate for as long as possible,FixLong
I want to keep this rate for as long as possible,FixLong
I want to fix the rate for as long as possible,FixLong
I want to fix the rate  for as long as possible,FixLong
keep rate as long as possible,FixLong
I'm happy to fix my deal for a long time,FixLong
The base rate is surely going to rise so I'd like to fix my price for as long as possible,FixLong
"I want to lock in the rate for as long as possible ",FixLong
lock down rate for as long as possible,FixLong
Keeping my term locked in for as long as possible is what I want,FixLong
I'm happy to lock in my payments for a long time,FixLong
I'd like to stick to this rate for the maximum amount of time,FixLong
lock down payments for as long as I can,FixLong
I want my payments to be predictable  for as long as possible,FixLong
I want to be able to keep my budget  for as long as possible,FixLong
I want my payments to be stable for as long as they can,FixLong
I want stability for as long as I can,FixLong
" I want predictable payments for as long as possible",FixLong
I want certainty  for as long as possible,FixLong
"Keeping my payments stable for as long as possible is what I want ",FixLong
I'm expecting to stay long term so I want to keep my payments stable for as long as possible,FixLong
stable payments for as long as possible,FixLong
"I want to have stable payments for as long as possible ",FixLong
I want stability  for as long as possible,FixLong
I'm expecting to stay long term so I want to ensure consistency for as long as possible,FixLong
I'm expecting to stay long term so I want to fix my payments for as long as possible,FixLong
I want to fix my budget  for as long as possible,FixLong
I'm not concerned about facing early repayment charges,PenaltiesNoProblem
I'm not concerned about facing penalties,PenaltiesNoProblem
I'm not concerned about penalties,PenaltiesNoProblem
I'm not concerned about early repayment charges,PenaltiesNoProblem
I don't mind being penalised,PenaltiesNoProblem
I'm not worried about charges,PenaltiesNoProblem
I'm not worried about penalties,PenaltiesNoProblem
ERCs don't worry me,PenaltiesNoProblem
ERC's don't concern me,PenaltiesNoProblem
Early repayment charges don?t concern me,PenaltiesNoProblem
Facing penalties doesn't concern me,PenaltiesNoProblem
I'm not too worried about being penalised,PenaltiesNoProblem
I'm not bothered about charges,PenaltiesNoProblem
I'm not bothered about penalties,PenaltiesNoProblem
don't want to be penalised for making more payments,AvoidOPCharges
I want the option to overpay without incurring charges,AvoidOPCharges
I want the option to overpay without facing charges,AvoidOPCharges
I'd like the flexibility to overpay as much as possible without penalty,AvoidOPCharges
I want to be able to overpay as much as possible without being charged,AvoidOPCharges
I want the option to overpay without facing penalties,AvoidOPCharges
I don't want to be charged for overpaying,AvoidOPCharges
don't want to be charged for making more overpayments,AvoidOPCharges
I want to be able to over pay as much as possible without being charged,AvoidOPCharges
don't want to be charged for making bigger overpayments,AvoidOPCharges
I don���t want to be charged if I can repay more,AvoidOPCharges
It would be good to have the option to pay over 5% without worrying about charges,AvoidOPCharges
I don't want to be charged for making larger over payments,AvoidOPCharges
don't want to be charged for making bigger payments,AvoidOPCharges
I don't want to be penalised for making larger overpayments,AvoidOPCharges
stop charges if I pay more,AvoidOPCharges
I want to be able to pay large ammounts of the mortgage without being charged,AvoidOPCharges
I want to be able to over pay as much as possible without penalty,AvoidOPCharges
I want the option to overpay without paying penalties,AvoidOPCharges
I want the option to overpay without facing a penalty,AvoidOPCharges
I want the option to overpay without paying a penalty,AvoidOPCharges
I want to be able to over pay as much as possible without charge,AvoidOPCharges
I want to avoid being penalised for making larger overpayments,AvoidOPCharges
I don't want to be penalised for making larger over payments,AvoidOPCharges
I don't want to be charged for making larger overpayments,AvoidOPCharges
I want to be able to overpay as much as possible without charge,AvoidOPCharges
I don't want to be charged if I make larger overpayments,AvoidOPCharges
don't want to be penalised for making bigger payments,AvoidOPCharges
I want to be able to overpay as much as possible without penalty,AvoidOPCharges
don't want to be penalised for making bigger overpayments,AvoidOPCharges
I want to be sure I can make larger overpayments without being charged,AvoidOPCharges
I want the option to overpay without incurring a penalty,AvoidOPCharges
don't want to be penalised for making more overpayments,AvoidOPCharges
I want to be able to pay off a lump sum without paying ERC,AvoidOPCharges
I want to be able to make substantial overpayments without charges,AvoidOPCharges
I want to avoid charges because I might want to make larger overpayments,AvoidOPCharges
don't want to be charged for making more payments,AvoidOPCharges
I want to make penalty free over payments,AvoidOPCharges
I'd like the flexibility to over pay as much as possible without penalty,AvoidOPCharges
" I want to make sure I can make large overpayments without being charged",AvoidOPCharges
I want to make penalty free overpayments,AvoidOPCharges
avoid charges if I over pay,AvoidOPCharges
I want the option to overpay without incurring penalties,AvoidOPCharges
I want the option to pay more than 5% without paying charges,AvoidOPCharges
5% overpayments is too limiting  I'd rather have the option to pay a higher amount without being charged,AvoidOPCharges
I want the option to overpay without paying charges,AvoidOPCharges
I could get bonuses at my job so I might have the ability to overpay more than 5%,ExtraIncome
might get a windfall,ExtraIncome
expecting inheritance,ExtraIncome
I want the option to overpay if I have the spare cash,ExtraIncome
might get a bonus,ExtraIncome
10% would give me more flexibility if I end up having some spare cash,ExtraIncome
I might want to make bigger overpayments,ExtraIncome
My job offers me the chance to earn large bonuses  so I would like to be allowed to repay chunks of my mortgage without penalty,ExtraIncome
I sometimes get bonuses at work so it would be good to make some overpayments,ExtraIncome
I'm expecting extra money,ExtraIncome
If I get a windfall I want to use it for overpayments,ExtraIncome
expecting more money in future,ExtraIncome
I'm expecting a bonus,ExtraIncome
I expect I'll have spare funds to make overpayments,ExtraIncome
want highest overpayment limit,MaxOPLimit
I want the maximum over payment limit,MaxOPLimit
I want to be able to overpay as much as possible,MaxOPLimit
I want to be able to over pay as much as possible,MaxOPLimit
I want the maximum overpayment limit,MaxOPLimit
I want to set the limit as high as possible,MaxOPLimit
set limit as high as possible,MaxOPLimit
I want the highest possible overpayment limit,MaxOPLimit
I want to set the overpayment limit as high as possible,MaxOPLimit
I want the max overpayments allowance,MaxOPLimit
I want to overpay as much as possible,MaxOPLimit
I want the option to over pay as much as possible,MaxOPLimit
I plan to make lots of overpayments so I want to set the limit as high as possible,MaxOPLimit
I have a large income so I want to be able to overpay higher ammounts,PlanningToOP
I can afford to make large overpayments,PlanningToOP
I can afford to make substantial over payments,PlanningToOP
I can afford to make substantial overpayments,PlanningToOP
I can afford to make large over payments,PlanningToOP
my monthly payments are quite low so I should be able to make bigger overpayments,PlanningToOP
I want to be able to pay off a lump sum if I've saved up some spare cash,PlanningToOP
I'm keeping my monthly payments low so I should have spare funds to make overpayments,PlanningToOP
I plan to make substantial overpayments,PlanningToOP
I plan to make large over payments,PlanningToOP
I want to overpay often,PlanningToOP
I plan to make significant overpayments,PlanningToOP
I plan to make substantial over payments,PlanningToOP
I plan to make large overpayments,PlanningToOP
I plan to make significant over payments,PlanningToOP
I want the option to overpay,PlanningToOP
I want to be able to overpay more than 5%,PlanningToOP
I would like to be able to overpay more than 5%,PlanningToOP
I want to be able to add to the mortgage when I can,PlanningToOP
I want the flexibility to overpay more than 5%,PlanningToOP
I don't have the money to do so,NoBudgetForOP
I can't afford paying more,NoBudgetForOP
I won't be able to pay more each month,NoBudgetForOP
not expecting any extra income,NoBudgetForOP
not expecting any windfall,NoBudgetForOP
not expecting any extra money,NoBudgetForOP
not expecting any extra cash,NoBudgetForOP
I don't foresee having enough spare money to make large overpayments,NoBudgetForOP
I can't afford to pay extra,NoBudgetForOP
I can't afford to pay any more,NoBudgetForOP
